contracting_agency_id,contracting_office_id,contracting_department_id,contracting_agency_name,contracting_office_name,contracting_department_name
12C2,124419,1200,FOREST SERVICE,USDA FOREST SERVICE-SPOC EAST,"AGRICULTURE, DEPARTMENT OF"
12C2,124419,1200,FOREST SERVICE,USDA FOREST SERVICE-SPOC EAST,"AGRICULTURE, DEPARTMENT OF"
12C2,124419,1200,FOREST SERVICE,USDA FOREST SERVICE-SPOC EAST,"AGRICULTURE, DEPARTMENT OF"
12C2,124419,1200,FOREST SERVICE,USDA FOREST SERVICE-SPOC EAST,"AGRICULTURE, DEPARTMENT OF"
12C2,124419,1200,FOREST SERVICE,USDA FOREST SERVICE-SPOC EAST,"AGRICULTURE, DEPARTMENT OF"
12C2,124419,1200,FOREST SERVICE,USDA FOREST SERVICE-SPOC EAST,"AGRICULTURE, DEPARTMENT OF"
12C2,124419,1200,FOREST SERVICE,USDA FOREST SERVICE-SPOC EAST,"AGRICULTURE, DEPARTMENT OF"
12C2,124419,1200,FOREST SERVICE,USDA FOREST SERVICE-SPOC EAST,"AGRICULTURE, DEPARTMENT OF"
12C2,124419,1200,FOREST SERVICE,USDA FOREST SERVICE-SPOC EAST,"AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124450,1200,FOREST SERVICE,"USDA-FS, CSA EAST 10","AGRICULTURE, DEPARTMENT OF"
12C2,124441,1200,FOREST SERVICE,"USDA-FS, CSA EAST 3","AGRICULTURE, DEPARTMENT OF"
12C2,124441,1200,FOREST SERVICE,"USDA-FS, CSA EAST 3","AGRICULTURE, DEPARTMENT OF"
12C2,124419,1200,FOREST SERVICE,USDA FOREST SERVICE-SPOC EAST,"AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124445,1200,FOREST SERVICE,"USDA-FS, CSA EAST 6","AGRICULTURE, DEPARTMENT OF"
12C2,124445,1200,FOREST SERVICE,"USDA-FS, CSA EAST 6","AGRICULTURE, DEPARTMENT OF"
12C2,124445,1200,FOREST SERVICE,"USDA-FS, CSA EAST 6","AGRICULTURE, DEPARTMENT OF"
12C2,124445,1200,FOREST SERVICE,"USDA-FS, CSA EAST 6","AGRICULTURE, DEPARTMENT OF"
12C2,1252B1,1200,FOREST SERVICE,HOOSIER NATIONAL FOREST,"AGRICULTURE, DEPARTMENT OF"
12C2,1252B1,1200,FOREST SERVICE,HOOSIER NATIONAL FOREST,"AGRICULTURE, DEPARTMENT OF"
12C2,1252B1,1200,FOREST SERVICE,HOOSIER NATIONAL FOREST,"AGRICULTURE, DEPARTMENT OF"
12C2,1252B1,1200,FOREST SERVICE,HOOSIER NATIONAL FOREST,"AGRICULTURE, DEPARTMENT OF"
12C2,1252B1,1200,FOREST SERVICE,HOOSIER NATIONAL FOREST,"AGRICULTURE, DEPARTMENT OF"
12C2,1252B1,1200,FOREST SERVICE,HOOSIER NATIONAL FOREST,"AGRICULTURE, DEPARTMENT OF"
12C2,1252B1,1200,FOREST SERVICE,HOOSIER NATIONAL FOREST,"AGRICULTURE, DEPARTMENT OF"
12C2,124419,1200,FOREST SERVICE,USDA FOREST SERVICE-SPOC EAST,"AGRICULTURE, DEPARTMENT OF"
12C2,124419,1200,FOREST SERVICE,USDA FOREST SERVICE-SPOC EAST,"AGRICULTURE, DEPARTMENT OF"
12C2,124419,1200,FOREST SERVICE,USDA FOREST SERVICE-SPOC EAST,"AGRICULTURE, DEPARTMENT OF"
12C2,124443,1200,FOREST SERVICE,"USDA-FS, CSA EAST 5","AGRICULTURE, DEPARTMENT OF"
12C2,124443,1200,FOREST SERVICE,"USDA-FS, CSA EAST 5","AGRICULTURE, DEPARTMENT OF"
12C2,124443,1200,FOREST SERVICE,"USDA-FS, CSA EAST 5","AGRICULTURE, DEPARTMENT OF"
12C2,124443,1200,FOREST SERVICE,"USDA-FS, CSA EAST 5","AGRICULTURE, DEPARTMENT OF"
12C2,124443,1200,FOREST SERVICE,"USDA-FS, CSA EAST 5","AGRICULTURE, DEPARTMENT OF"
12C2,124443,1200,FOREST SERVICE,"USDA-FS, CSA EAST 5","AGRICULTURE, DEPARTMENT OF"
12C2,124443,1200,FOREST SERVICE,"USDA-FS, CSA EAST 5","AGRICULTURE, DEPARTMENT OF"
12C2,124448,1200,FOREST SERVICE,"USDA-FS, CSA EAST 9","AGRICULTURE, DEPARTMENT OF"
12C2,124448,1200,FOREST SERVICE,"USDA-FS, CSA EAST 9","AGRICULTURE, DEPARTMENT OF"
12C2,124445,1200,FOREST SERVICE,"USDA-FS, CSA EAST 6","AGRICULTURE, DEPARTMENT OF"
12C2,124445,1200,FOREST SERVICE,"USDA-FS, CSA EAST 6","AGRICULTURE, DEPARTMENT OF"
12C2,124445,1200,FOREST SERVICE,"USDA-FS, CSA EAST 6","AGRICULTURE, DEPARTMENT OF"
12C2,124445,1200,FOREST SERVICE,"USDA-FS, CSA EAST 6","AGRICULTURE, DEPARTMENT OF"
12C2,124445,1200,FOREST SERVICE,"USDA-FS, CSA EAST 6","AGRICULTURE, DEPARTMENT OF"
12C2,124445,1200,FOREST SERVICE,"USDA-FS, CSA EAST 6","AGRICULTURE, DEPARTMENT OF"
12C2,1264R4,1200,FOREST SERVICE,MARK TWAIN NATIONAL FOREST,"AGRICULTURE, DEPARTMENT OF"
12C2,1264R4,1200,FOREST SERVICE,MARK TWAIN NATIONAL FOREST,"AGRICULTURE, DEPARTMENT OF"
12C2,1264R4,1200,FOREST SERVICE,MARK TWAIN NATIONAL FOREST,"AGRICULTURE, DEPARTMENT OF"
12C2,1264R4,1200,FOREST SERVICE,MARK TWAIN NATIONAL FOREST,"AGRICULTURE, DEPARTMENT OF"
12C2,1264R4,1200,FOREST SERVICE,MARK TWAIN NATIONAL FOREST,"AGRICULTURE, DEPARTMENT OF"
12C2,1264R4,1200,FOREST SERVICE,MARK TWAIN NATIONAL FOREST,"AGRICULTURE, DEPARTMENT OF"
12C2,1264R4,1200,FOREST SERVICE,MARK TWAIN NATIONAL FOREST,"AGRICULTURE, DEPARTMENT OF"
12C2,124445,1200,FOREST SERVICE,"USDA-FS, CSA EAST 6","AGRICULTURE, DEPARTMENT OF"
12C2,124445,1200,FOREST SERVICE,"USDA-FS, CSA EAST 6","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124419,1200,FOREST SERVICE,USDA FOREST SERVICE-SPOC EAST,"AGRICULTURE, DEPARTMENT OF"
12C2,124419,1200,FOREST SERVICE,USDA FOREST SERVICE-SPOC EAST,"AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124419,1200,FOREST SERVICE,USDA FOREST SERVICE-SPOC EAST,"AGRICULTURE, DEPARTMENT OF"
12C2,124419,1200,FOREST SERVICE,USDA FOREST SERVICE-SPOC EAST,"AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124419,1200,FOREST SERVICE,USDA FOREST SERVICE-SPOC EAST,"AGRICULTURE, DEPARTMENT OF"
12C2,124419,1200,FOREST SERVICE,USDA FOREST SERVICE-SPOC EAST,"AGRICULTURE, DEPARTMENT OF"
12C2,124419,1200,FOREST SERVICE,USDA FOREST SERVICE-SPOC EAST,"AGRICULTURE, DEPARTMENT OF"
12C2,124419,1200,FOREST SERVICE,USDA FOREST SERVICE-SPOC EAST,"AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
12C2,124442,1200,FOREST SERVICE,"USDA-FS, CSA EAST 4","AGRICULTURE, DEPARTMENT OF"
