naics_code,naics_description,product_service_code,naics_description,contracting_agency_id,contracting_agency_name,contracting_office_id,contracting_office_name,contracting_department_id,contracting_department_name,major_command_code,major_command_id,major_command_name,date_signed,period_of_performance,last_date_order,completion_date,type_of_set_aside,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B503,SPECIAL STUDIES/ANALYSIS- ARCHEOLOGICAL/PALEONTOLOGICAL,12C2,FOREST SERVICE,1240BH,"USDA-FS, CSA NORTHWEST 6",1200,"AGRICULTURE, DEPARTMENT OF",,,,10/27/2022,6/11/2020,,11/30/2023,SBA,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B503,SPECIAL STUDIES/ANALYSIS- ARCHEOLOGICAL/PALEONTOLOGICAL,12C2,FOREST SERVICE,1240BH,"USDA-FS, CSA NORTHWEST 6",1200,"AGRICULTURE, DEPARTMENT OF",,,,12/9/2022,6/11/2020,,11/30/2023,SBA,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B503,SPECIAL STUDIES/ANALYSIS- ARCHEOLOGICAL/PALEONTOLOGICAL,12C2,FOREST SERVICE,1240BH,"USDA-FS, CSA NORTHWEST 6",1200,"AGRICULTURE, DEPARTMENT OF",,,,9/6/2023,6/11/2020,,11/30/2023,SBA,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B503,SPECIAL STUDIES/ANALYSIS- ARCHEOLOGICAL/PALEONTOLOGICAL,12C2,FOREST SERVICE,120489,USDA FOREST SERVICE-SPOC NW,1200,"AGRICULTURE, DEPARTMENT OF",,,,4/13/2023,4/17/2023,,4/16/2028,SBA,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B503,SPECIAL STUDIES/ANALYSIS- ARCHEOLOGICAL/PALEONTOLOGICAL,12C2,FOREST SERVICE,120489,USDA FOREST SERVICE-SPOC NW,1200,"AGRICULTURE, DEPARTMENT OF",,,,6/21/2023,4/17/2023,,4/16/2028,SBA,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B503,SPECIAL STUDIES/ANALYSIS- ARCHEOLOGICAL/PALEONTOLOGICAL,12C2,FOREST SERVICE,120489,USDA FOREST SERVICE-SPOC NW,1200,"AGRICULTURE, DEPARTMENT OF",,,,7/25/2023,4/17/2023,,4/16/2028,SBA,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,F099,NATURAL RESOURCES/CONSERVATION- OTHER,12C2,FOREST SERVICE,1240BK,"USDA-FS, CSA NORTHWEST 1",1200,"AGRICULTURE, DEPARTMENT OF",,,,7/29/2022,7/20/2021,,3/31/2022,,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,F099,NATURAL RESOURCES/CONSERVATION- OTHER,12C2,FOREST SERVICE,1204N7,ROGUE RIVER-SISKIYOU NATL FOREST,1200,"AGRICULTURE, DEPARTMENT OF",,,,3/17/2021,5/18/2020,,4/15/2021,,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,F099,NATURAL RESOURCES/CONSERVATION- OTHER,12C2,FOREST SERVICE,1240BE,"USDA-FS, CSA NORTHWEST 3",1200,"AGRICULTURE, DEPARTMENT OF",,,,6/16/2022,9/19/2020,,3/31/2021,,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,F099,NATURAL RESOURCES/CONSERVATION- OTHER,12C2,FOREST SERVICE,1240BK,"USDA-FS, CSA NORTHWEST 1",1200,"AGRICULTURE, DEPARTMENT OF",,,,2/4/2021,4/17/2018,,6/30/2020,,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,F099,NATURAL RESOURCES/CONSERVATION- OTHER,12C2,FOREST SERVICE,1240BK,"USDA-FS, CSA NORTHWEST 1",1200,"AGRICULTURE, DEPARTMENT OF",,,,7/20/2021,7/20/2021,,3/31/2022,,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,F099,NATURAL RESOURCES/CONSERVATION- OTHER,12C2,FOREST SERVICE,1240BK,"USDA-FS, CSA NORTHWEST 1",1200,"AGRICULTURE, DEPARTMENT OF",,,,12/9/2021,7/20/2021,,3/31/2022,,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B503,SPECIAL STUDIES/ANALYSIS- ARCHEOLOGICAL/PALEONTOLOGICAL,12C2,FOREST SERVICE,124419,USDA FOREST SERVICE-SPOC EAST,1200,"AGRICULTURE, DEPARTMENT OF",,,,8/29/2023,11/2/2023,,11/1/2024,,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B503,SPECIAL STUDIES/ANALYSIS- ARCHEOLOGICAL/PALEONTOLOGICAL,12C2,FOREST SERVICE,124443,"USDA-FS, CSA EAST 5",1200,"AGRICULTURE, DEPARTMENT OF",,,USMC,8/25/2022,8/25/2022,,9/30/2023,SBA,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B503,SPECIAL STUDIES/ANALYSIS- ARCHEOLOGICAL/PALEONTOLOGICAL,12C2,FOREST SERVICE,124443,"USDA-FS, CSA EAST 5",1200,"AGRICULTURE, DEPARTMENT OF",,,,9/13/2023,8/25/2022,,12/31/2023,SBA,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B503,SPECIAL STUDIES/ANALYSIS- ARCHEOLOGICAL/PALEONTOLOGICAL,12C2,FOREST SERVICE,124443,"USDA-FS, CSA EAST 5",1200,"AGRICULTURE, DEPARTMENT OF",,,,1/25/2021,1/25/2021,,8/31/2021,SBA,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B503,SPECIAL STUDIES/ANALYSIS- ARCHEOLOGICAL/PALEONTOLOGICAL,12C2,FOREST SERVICE,124443,"USDA-FS, CSA EAST 5",1200,"AGRICULTURE, DEPARTMENT OF",,,,6/22/2021,6/22/2021,,11/30/2021,SBA,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B503,SPECIAL STUDIES/ANALYSIS- ARCHEOLOGICAL/PALEONTOLOGICAL,12C2,FOREST SERVICE,124443,"USDA-FS, CSA EAST 5",1200,"AGRICULTURE, DEPARTMENT OF",,,,7/30/2021,7/30/2021,,3/31/2022,SBA,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B503,SPECIAL STUDIES/ANALYSIS- ARCHEOLOGICAL/PALEONTOLOGICAL,12C2,FOREST SERVICE,124443,"USDA-FS, CSA EAST 5",1200,"AGRICULTURE, DEPARTMENT OF",,,,2/28/2023,2/28/2023,,7/31/2023,,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B503,SPECIAL STUDIES/ANALYSIS- ARCHEOLOGICAL/PALEONTOLOGICAL,12C2,FOREST SERVICE,124443,"USDA-FS, CSA EAST 5",1200,"AGRICULTURE, DEPARTMENT OF",,,,12/1/2020,9/4/2020,,6/1/2021,SBA,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B503,SPECIAL STUDIES/ANALYSIS- ARCHEOLOGICAL/PALEONTOLOGICAL,12C2,FOREST SERVICE,124443,"USDA-FS, CSA EAST 5",1200,"AGRICULTURE, DEPARTMENT OF",,,,1/12/2021,9/4/2020,,6/1/2021,SBA,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B503,SPECIAL STUDIES/ANALYSIS- ARCHEOLOGICAL/PALEONTOLOGICAL,12C2,FOREST SERVICE,124443,"USDA-FS, CSA EAST 5",1200,"AGRICULTURE, DEPARTMENT OF",,,,3/10/2021,3/10/2021,,8/31/2021,SBA,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B503,SPECIAL STUDIES/ANALYSIS- ARCHEOLOGICAL/PALEONTOLOGICAL,12C2,FOREST SERVICE,124443,"USDA-FS, CSA EAST 5",1200,"AGRICULTURE, DEPARTMENT OF",,,,4/26/2021,4/26/2021,,10/31/2021,SBA,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B503,SPECIAL STUDIES/ANALYSIS- ARCHEOLOGICAL/PALEONTOLOGICAL,12C2,FOREST SERVICE,124443,"USDA-FS, CSA EAST 5",1200,"AGRICULTURE, DEPARTMENT OF",,,,5/28/2021,9/4/2020,,8/1/2021,SBA,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B503,SPECIAL STUDIES/ANALYSIS- ARCHEOLOGICAL/PALEONTOLOGICAL,12C2,FOREST SERVICE,124443,"USDA-FS, CSA EAST 5",1200,"AGRICULTURE, DEPARTMENT OF",,,,8/11/2021,3/10/2021,,9/30/2021,SBA,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B503,SPECIAL STUDIES/ANALYSIS- ARCHEOLOGICAL/PALEONTOLOGICAL,12C2,FOREST SERVICE,124443,"USDA-FS, CSA EAST 5",1200,"AGRICULTURE, DEPARTMENT OF",,,,12/17/2021,6/9/2021,,3/30/2022,,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B503,SPECIAL STUDIES/ANALYSIS- ARCHEOLOGICAL/PALEONTOLOGICAL,12C2,FOREST SERVICE,124443,"USDA-FS, CSA EAST 5",1200,"AGRICULTURE, DEPARTMENT OF",,,,5/17/2023,5/17/2023,,8/1/2024,,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B503,SPECIAL STUDIES/ANALYSIS- ARCHEOLOGICAL/PALEONTOLOGICAL,12C2,FOREST SERVICE,124443,"USDA-FS, CSA EAST 5",1200,"AGRICULTURE, DEPARTMENT OF",,,,6/22/2021,7/20/2020,7/19/2025,,SBA,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B503,SPECIAL STUDIES/ANALYSIS- ARCHEOLOGICAL/PALEONTOLOGICAL,12C2,FOREST SERVICE,124443,"USDA-FS, CSA EAST 5",1200,"AGRICULTURE, DEPARTMENT OF",,,,6/22/2021,7/20/2020,7/19/2025,,SBA,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B503,SPECIAL STUDIES/ANALYSIS- ARCHEOLOGICAL/PALEONTOLOGICAL,12C2,FOREST SERVICE,124443,"USDA-FS, CSA EAST 5",1200,"AGRICULTURE, DEPARTMENT OF",,,,6/22/2021,7/20/2020,7/19/2025,,SBA,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B503,SPECIAL STUDIES/ANALYSIS- ARCHEOLOGICAL/PALEONTOLOGICAL,12C2,FOREST SERVICE,124443,"USDA-FS, CSA EAST 5",1200,"AGRICULTURE, DEPARTMENT OF",,,,6/29/2022,7/20/2020,7/19/2025,,SBA,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B503,SPECIAL STUDIES/ANALYSIS- ARCHEOLOGICAL/PALEONTOLOGICAL,12C2,FOREST SERVICE,124443,"USDA-FS, CSA EAST 5",1200,"AGRICULTURE, DEPARTMENT OF",,,,6/29/2022,7/20/2020,7/19/2025,,SBA,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B503,SPECIAL STUDIES/ANALYSIS- ARCHEOLOGICAL/PALEONTOLOGICAL,12C2,FOREST SERVICE,124443,"USDA-FS, CSA EAST 5",1200,"AGRICULTURE, DEPARTMENT OF",,,,6/29/2022,7/20/2020,7/19/2025,,SBA,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B503,SPECIAL STUDIES/ANALYSIS- ARCHEOLOGICAL/PALEONTOLOGICAL,12C2,FOREST SERVICE,124443,"USDA-FS, CSA EAST 5",1200,"AGRICULTURE, DEPARTMENT OF",,,,6/22/2023,7/20/2020,7/19/2025,,SBA,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B503,SPECIAL STUDIES/ANALYSIS- ARCHEOLOGICAL/PALEONTOLOGICAL,12C2,FOREST SERVICE,124443,"USDA-FS, CSA EAST 5",1200,"AGRICULTURE, DEPARTMENT OF",,,,6/22/2023,7/20/2020,7/19/2025,,SBA,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B503,SPECIAL STUDIES/ANALYSIS- ARCHEOLOGICAL/PALEONTOLOGICAL,12C2,FOREST SERVICE,124443,"USDA-FS, CSA EAST 5",1200,"AGRICULTURE, DEPARTMENT OF",,,,6/22/2023,7/20/2020,7/19/2025,,SBA,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,12C2,FOREST SERVICE,124441,"USDA-FS, CSA EAST 3",1200,"AGRICULTURE, DEPARTMENT OF",,,,12/11/2020,8/10/2020,,2/1/2021,SBA,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,12C2,FOREST SERVICE,124441,"USDA-FS, CSA EAST 3",1200,"AGRICULTURE, DEPARTMENT OF",,,,6/13/2021,8/5/2020,6/30/2022,,,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B503,SPECIAL STUDIES/ANALYSIS- ARCHEOLOGICAL/PALEONTOLOGICAL,12C2,FOREST SERVICE,124419,USDA FOREST SERVICE-SPOC EAST,1200,"AGRICULTURE, DEPARTMENT OF",,,,9/14/2022,9/14/2022,,6/2/2023,SBA,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B503,SPECIAL STUDIES/ANALYSIS- ARCHEOLOGICAL/PALEONTOLOGICAL,12C2,FOREST SERVICE,124419,USDA FOREST SERVICE-SPOC EAST,1200,"AGRICULTURE, DEPARTMENT OF",,,,9/19/2022,9/19/2022,,5/23/2023,SBA,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B503,SPECIAL STUDIES/ANALYSIS- ARCHEOLOGICAL/PALEONTOLOGICAL,12C2,FOREST SERVICE,124419,USDA FOREST SERVICE-SPOC EAST,1200,"AGRICULTURE, DEPARTMENT OF",,,,5/1/2023,9/19/2022,,9/29/2023,SBA,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B503,SPECIAL STUDIES/ANALYSIS- ARCHEOLOGICAL/PALEONTOLOGICAL,12C2,FOREST SERVICE,124419,USDA FOREST SERVICE-SPOC EAST,1200,"AGRICULTURE, DEPARTMENT OF",,,,5/1/2023,9/14/2022,,9/29/2023,SBA,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B503,SPECIAL STUDIES/ANALYSIS- ARCHEOLOGICAL/PALEONTOLOGICAL,12C2,FOREST SERVICE,124419,USDA FOREST SERVICE-SPOC EAST,1200,"AGRICULTURE, DEPARTMENT OF",,,,6/8/2023,6/19/2023,,1/5/2024,SBA,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B503,SPECIAL STUDIES/ANALYSIS- ARCHEOLOGICAL/PALEONTOLOGICAL,12C2,FOREST SERVICE,124419,USDA FOREST SERVICE-SPOC EAST,1200,"AGRICULTURE, DEPARTMENT OF",,,,9/6/2022,9/6/2022,,3/12/2023,SBA,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B503,SPECIAL STUDIES/ANALYSIS- ARCHEOLOGICAL/PALEONTOLOGICAL,12C2,FOREST SERVICE,124419,USDA FOREST SERVICE-SPOC EAST,1200,"AGRICULTURE, DEPARTMENT OF",,,,9/14/2022,9/6/2022,,3/12/2023,SBA,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B503,SPECIAL STUDIES/ANALYSIS- ARCHEOLOGICAL/PALEONTOLOGICAL,12C2,FOREST SERVICE,124419,USDA FOREST SERVICE-SPOC EAST,1200,"AGRICULTURE, DEPARTMENT OF",,,,3/16/2023,9/6/2022,,7/15/2023,SBA,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B503,SPECIAL STUDIES/ANALYSIS- ARCHEOLOGICAL/PALEONTOLOGICAL,12C2,FOREST SERVICE,124419,USDA FOREST SERVICE-SPOC EAST,1200,"AGRICULTURE, DEPARTMENT OF",,,,8/2/2023,9/6/2022,,10/27/2023,SBA,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B503,SPECIAL STUDIES/ANALYSIS- ARCHEOLOGICAL/PALEONTOLOGICAL,12C2,FOREST SERVICE,124419,USDA FOREST SERVICE-SPOC EAST,1200,"AGRICULTURE, DEPARTMENT OF",,,,9/9/2022,9/9/2022,,3/1/2023,SBA,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B503,SPECIAL STUDIES/ANALYSIS- ARCHEOLOGICAL/PALEONTOLOGICAL,12C2,FOREST SERVICE,124419,USDA FOREST SERVICE-SPOC EAST,1200,"AGRICULTURE, DEPARTMENT OF",,,,9/14/2022,9/9/2022,,3/1/2023,SBA,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B503,SPECIAL STUDIES/ANALYSIS- ARCHEOLOGICAL/PALEONTOLOGICAL,12C2,FOREST SERVICE,124419,USDA FOREST SERVICE-SPOC EAST,1200,"AGRICULTURE, DEPARTMENT OF",,,,3/16/2023,9/9/2022,,7/15/2023,SBA,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B503,SPECIAL STUDIES/ANALYSIS- ARCHEOLOGICAL/PALEONTOLOGICAL,12C2,FOREST SERVICE,124442,"USDA-FS, CSA EAST 4",1200,"AGRICULTURE, DEPARTMENT OF",,,,8/23/2022,8/23/2022,,2/28/2023,NONE,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B503,SPECIAL STUDIES/ANALYSIS- ARCHEOLOGICAL/PALEONTOLOGICAL,12C2,FOREST SERVICE,124442,"USDA-FS, CSA EAST 4",1200,"AGRICULTURE, DEPARTMENT OF",,,,8/31/2022,8/31/2022,,5/31/2023,NONE,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B503,SPECIAL STUDIES/ANALYSIS- ARCHEOLOGICAL/PALEONTOLOGICAL,12C2,FOREST SERVICE,124442,"USDA-FS, CSA EAST 4",1200,"AGRICULTURE, DEPARTMENT OF",,,,2/16/2023,8/23/2022,,8/31/2023,NONE,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B503,SPECIAL STUDIES/ANALYSIS- ARCHEOLOGICAL/PALEONTOLOGICAL,12C2,FOREST SERVICE,124442,"USDA-FS, CSA EAST 4",1200,"AGRICULTURE, DEPARTMENT OF",,,,7/26/2023,8/31/2022,,10/31/2023,NONE,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B503,SPECIAL STUDIES/ANALYSIS- ARCHEOLOGICAL/PALEONTOLOGICAL,12C2,FOREST SERVICE,124442,"USDA-FS, CSA EAST 4",1200,"AGRICULTURE, DEPARTMENT OF",,,,7/28/2023,7/31/2023,,2/29/2024,SBA,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B503,SPECIAL STUDIES/ANALYSIS- ARCHEOLOGICAL/PALEONTOLOGICAL,12C2,FOREST SERVICE,124442,"USDA-FS, CSA EAST 4",1200,"AGRICULTURE, DEPARTMENT OF",,,,8/24/2022,8/24/2022,,5/5/2023,NONE,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B503,SPECIAL STUDIES/ANALYSIS- ARCHEOLOGICAL/PALEONTOLOGICAL,12C2,FOREST SERVICE,124442,"USDA-FS, CSA EAST 4",1200,"AGRICULTURE, DEPARTMENT OF",,,,9/29/2022,9/29/2022,,7/31/2023,NONE,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B503,SPECIAL STUDIES/ANALYSIS- ARCHEOLOGICAL/PALEONTOLOGICAL,12C2,FOREST SERVICE,124442,"USDA-FS, CSA EAST 4",1200,"AGRICULTURE, DEPARTMENT OF",,,,1/9/2023,8/24/2022,,9/30/2023,NONE,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B503,SPECIAL STUDIES/ANALYSIS- ARCHEOLOGICAL/PALEONTOLOGICAL,12C2,FOREST SERVICE,124442,"USDA-FS, CSA EAST 4",1200,"AGRICULTURE, DEPARTMENT OF",,,,4/14/2023,9/29/2022,,9/29/2023,NONE,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B503,SPECIAL STUDIES/ANALYSIS- ARCHEOLOGICAL/PALEONTOLOGICAL,12C2,FOREST SERVICE,124442,"USDA-FS, CSA EAST 4",1200,"AGRICULTURE, DEPARTMENT OF",,,,6/23/2023,7/3/2023,,11/3/2023,SBA,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B503,SPECIAL STUDIES/ANALYSIS- ARCHEOLOGICAL/PALEONTOLOGICAL,12C2,FOREST SERVICE,124442,"USDA-FS, CSA EAST 4",1200,"AGRICULTURE, DEPARTMENT OF",,,,8/19/2023,8/21/2023,,5/9/2024,SBA,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B503,SPECIAL STUDIES/ANALYSIS- ARCHEOLOGICAL/PALEONTOLOGICAL,12C2,FOREST SERVICE,124442,"USDA-FS, CSA EAST 4",1200,"AGRICULTURE, DEPARTMENT OF",,,,7/3/2022,7/3/2022,,7/13/2023,NONE,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B503,SPECIAL STUDIES/ANALYSIS- ARCHEOLOGICAL/PALEONTOLOGICAL,12C2,FOREST SERVICE,124442,"USDA-FS, CSA EAST 4",1200,"AGRICULTURE, DEPARTMENT OF",,,,8/3/2022,8/2/2022,,5/31/2023,NONE,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B503,SPECIAL STUDIES/ANALYSIS- ARCHEOLOGICAL/PALEONTOLOGICAL,12C2,FOREST SERVICE,124442,"USDA-FS, CSA EAST 4",1200,"AGRICULTURE, DEPARTMENT OF",,,,8/19/2022,8/19/2022,,2/28/2023,NONE,,
541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,B503,SPECIAL STUDIES/ANALYSIS- ARCHEOLOGICAL/PALEONTOLOGICAL,12C2,FOREST SERVICE,124442,"USDA-FS, CSA EAST 4",1200,"AGRICULTURE, DEPARTMENT OF",,,,3/1/2023,8/19/2022,,4/15/2023,NONE,,
